Annee,Mois,Jour,Temp max,Temp min,Temp moy,Pluie tot,Vit. raf. max. 
2015,1,10,-15,2,-20,8,NA
2015,1,11,-14,2,-23,0,NA
2015,1,12,-9,6,-18,9,NA
2015,1,13,0,8,-14,7,NA
2015,1,14,4,9,-1,9,NA
2015,1,15,0,1,-6,2,NA
2015,1,16,3,1,-10,5,NA
2015,1,17,1,0,-4,8,NA
2015,1,18,-1,0,-7,1,NA
2015,1,19,4,4,-5,4,NA
2015,1,20,1,2,-8,8,NA
2015,1,21,2,4,-9,5,NA
2015,1,22,8,7,0,3,NA
2015,1,23,6,4,-1,4,NA
2015,1,24,6,9,-1,9,NA
2015,1,25,12,3,-1,6,NA
2015,1,26,6,7,-2,9,NA
2015,1,27,4,9,-3,8,NA
2015,1,28,1,0,-6,9,NA
2015,1,29,-1,3,-9,3,NA
2015,1,30,-1,3,-11,2,NA
2015,1,31,-11,1,-21,5,NA
2015,2,1,-10,5,-22,3,NA
2015,2,2,-14,1,-18,5,NA
2015,2,3,-13,6,-25,8,NA
2015,2,4,-3,8,-26,1,NA
2015,2,5,-8,2,-15,0,NA
2015,2,6,-14,9,-17,1,NA
2015,2,7,-13,3,-19,5,NA
2015,2,8,-14,5,-19,2,NA
2015,2,9,-14,2,-19,0,NA
2015,2,10,-10,7,-18,6,NA
2015,2,11,-12,5,-16,4,NA
2015,2,12,3,6,-12,5,NA
2015,2,13,3,4,-8,7,NA
2015,2,14,-5,5,-13,5,NA
2015,2,15,2,3,-6,1,NA
2015,2,16,0,4,-18,2,NA
2015,2,17,-8,9,-24,5,NA
2015,2,18,4,5,-8,2,NA
2015,2,19,5,8,0,8,NA
2015,2,20,1,9,-10,2,NA
2015,2,21,-9,7,-23,5,NA
2015,2,22,-4,5,-22,5,NA
2015,2,23,5,0,-5,2,NA
2015,2,24,6,1,-8,0,NA
2015,2,25,-8,0,-22,1,NA
2015,2,26,-11,3,-23,4,NA
2015,2,27,-10,8,-17,1,NA
2015,2,28,-4,8,-17,1,NA
2015,3,1,-4,1,-14,3,NA
2015,3,2,-2,9,-15,4,NA
2015,3,3,-12,0,-21,7,NA
2015,3,4,-7,2,-25,5,NA
2015,3,5,4,3,-9,5,NA
2015,3,6,5,9,-1,3,NA
2015,3,7,4,8,-2,4,NA
2015,3,8,8,4,0,0,NA
2015,3,9,9,9,0,0,NA
2015,3,10,6,6,-1,5,NA
2015,3,11,4,8,-1,5,NA
2015,3,12,12,6,-2,0,NA
2015,3,13,14,8,0,7,NA
2015,3,14,16,0,1,8,NA
2015,3,15,8,3,-2,1,NA
2015,3,16,4,5,-5,5,NA
2015,3,17,7,3,-5,9,NA
2015,3,18,9,3,-4,5,NA
2015,3,19,10,8,-3,7,NA
2015,3,20,0,2,-2,3,NA
2015,3,21,-1,8,-6,1,NA
2015,3,22,-2,5,-14,5,NA
2015,3,23,-3,2,-15,4,NA
2015,3,24,0,6,-9,2,NA
2015,3,25,7,2,-10,5,NA
2015,3,26,11,3,-6,5,NA
2015,3,27,17,6,1,4,NA
2015,3,28,9,0,-1,8,NA
2015,3,29,17,0,0,5,NA
2015,3,30,14,1,0,3,NA
2015,3,31,21,4,-1,1,NA
2015,4,1,4,4,-1,5,NA
2015,4,2,5,6,-4,8,NA
2015,4,3,8,2,-5,4,NA
2015,4,4,2,7,-4,8,NA
2015,4,5,5,0,-8,5,NA
2015,4,6,4,3,-7,4,NA
2015,4,7,7,8,-2,5,NA
2015,4,8,12,7,-4,9,NA
2015,4,9,17,3,0,2,NA
2015,4,10,18,8,-1,5,NA
2015,4,11,16,0,-1,1,NA
2015,4,12,9,8,-4,7,NA
2015,4,13,12,6,-3,4,NA
2015,4,14,10,3,0,3,NA
2015,4,15,12,7,0,6,NA
2015,4,16,19,0,-1,7,NA
2015,4,17,18,5,-3,8,NA
2015,4,18,11,4,-2,3,NA
2015,4,19,13,0,-4,3,NA
2015,4,20,18,1,-1,2,NA
2015,4,21,19,2,-1,0,NA
2015,4,22,20,7,3,9,NA
2015,4,23,13,1,0,3,NA
2015,4,24,10,2,-4,1,NA
2015,4,25,2,2,-1,3,NA
2015,4,26,9,5,-2,8,NA
2015,4,27,18,8,-1,7,NA
2015,4,28,26,3,4,6,NA
2015,4,29,15,9,2,4,NA
2015,4,30,17,3,0,8,NA
2015,5,1,19,0,0,1,NA
2015,5,2,13,0,-1,9,NA
2015,5,3,12,7,-3,9,NA
2015,5,4,20,7,-1,6,NA
2015,5,5,21,7,4,0,NA
2015,5,6,7,2,0,9,NA
2015,5,7,11,3,-1,1,NA
2015,5,8,11,1,-3,9,NA
2015,5,9,18,7,0,8,NA
2015,5,10,14,4,-2,8,NA
2015,5,11,13,5,-4,5,NA
2015,5,12,15,9,-3,4,NA
2015,5,13,15,4,-1,9,NA
2015,5,14,16,9,-2,5,NA
2015,5,15,19,0,3,1,NA
2015,5,16,12,8,2,6,NA
2015,5,17,12,9,-6,1,NA
2015,5,18,16,7,-4,3,NA
2015,5,19,19,8,-1,1,NA
2015,5,20,22,1,0,3,NA
2015,5,21,23,8,4,9,NA
2015,5,22,26,0,3,5,NA
2015,5,23,27,3,1,6,NA
2015,5,24,25,5,7,5,NA
2015,5,25,26,3,6,2,NA
2015,5,26,26,8,5,9,NA
2015,5,27,24,7,8,4,NA
2015,5,28,14,4,3,0,NA
2015,5,29,15,7,0,5,NA
2015,5,30,20,5,5,0,NA
2015,5,31,24,9,7,4,NA
2015,6,1,23,3,3,6,NA
2015,6,2,18,2,8,2,NA
2015,6,3,20,9,9,1,NA
2015,6,4,21,6,5,7,NA
2015,6,5,23,3,10,7,NA
2015,6,6,25,9,10,1,NA
2015,6,7,27,1,9,3,NA
2015,6,8,30,0,10,1,NA
2015,6,9,24,6,NA,NA,4
2015,6,10,21,7,5,5,NA
2015,6,11,28,2,11,8,NA
2015,6,12,15,9,8,1,NA
2015,6,13,14,5,3,0,NA
2015,6,14,10,5,7,8,NA
2015,6,15,19,5,3,5,NA
2015,6,16,25,6,6,2,NA
2015,6,17,18,1,5,7,NA
2015,6,18,19,2,2,0,NA
2015,6,19,22,6,6,8,NA
2015,6,20,20,0,6,2,NA
2015,6,21,19,5,4,9,NA
2015,6,22,24,7,5,3,NA
2015,6,23,24,1,7,8,NA
2015,6,24,26,9,7,3,NA
2015,6,25,27,7,9,8,NA
2015,6,26,29,0,13,1,NA
2015,6,27,31,3,12,0,NA
2015,6,28,32,6,14,6,NA
2015,6,29,21,3,11,5,NA
2015,6,30,22,6,14,8,NA
2015,7,1,22,5,15,8,NA
2015,7,2,29,1,12,7,NA
2015,7,3,32,2,13,6,NA
2015,7,4,21,9,9,9,NA
2015,7,5,15,8,6,9,NA
2015,7,6,24,1,4,5,NA
2015,7,7,19,3,8,1,NA
2015,7,8,30,0,7,5,NA
2015,7,9,34,4,13,9,NA
2015,7,10,32,4,12,7,NA
2015,7,11,33,9,15,5,NA
2015,7,12,28,4,11,1,NA
2015,7,13,23,5,12,0,NA
2015,7,14,26,0,10,3,NA
2015,7,15,26,1,10,2,NA
2015,7,16,18,3,9,0,NA
2015,7,17,17,8,9,9,NA
2015,7,18,25,5,11,5,NA
2015,7,19,23,9,13,6,NA
2015,7,20,27,0,11,4,NA
2015,7,21,26,2,10,4,NA
2015,7,22,19,0,9,3,NA
2015,7,23,24,7,7,9,NA
2015,7,24,26,4,6,5,NA
2015,7,25,24,0,10,3,NA
2015,7,26,22,2,8,3,NA
2015,7,27,19,5,10,9,NA
2015,7,28,22,3,9,7,NA
2015,7,29,23,8,9,5,NA
2015,7,30,24,6,8,6,NA
2015,7,31,31,0,8,5,NA
2015,8,1,23,5,9,3,NA
2015,8,2,25,7,10,1,NA
2015,8,3,32,3,12,5,NA
2015,8,4,21,9,14,3,NA
2015,8,5,21,8,10,2,NA
2015,8,6,15,5,9,6,NA
2015,8,7,22,2,10,3,NA
2015,8,8,27,1,8,8,NA
2015,8,9,30,3,10,5,NA
2015,8,10,27,9,11,8,NA
2015,8,11,31,0,13,2,NA
2015,8,12,31,7,12,3,NA
2015,8,13,34,0,11,5,NA
2015,8,14,24,0,12,5,NA
2015,8,15,13,9,9,5,NA
2015,8,16,17,4,7,3,NA
2015,8,17,21,3,5,2,NA
2015,8,18,20,5,8,6,NA
2015,8,19,26,6,8,7,NA
2015,8,20,21,5,9,3,NA
2015,8,21,13,9,7,9,NA
2015,8,22,16,6,3,2,NA
2015,8,23,23,0,2,9,NA
2015,8,24,24,6,7,3,NA
2015,8,25,25,8,5,6,NA
2015,8,26,23,1,7,4,NA
2015,8,27,25,0,6,8,NA
2015,8,28,25,6,10,1,NA
2015,8,29,25,0,11,5,NA
2015,8,30,24,8,11,1,NA
2015,8,31,23,2,7,2,NA
2015,9,1,22,4,9,1,NA
2015,9,2,24,1,4,3,NA
2015,9,3,17,8,2,1,NA
2015,9,4,12,8,3,3,NA
2015,9,5,10,2,3,8,NA
2015,9,6,7,6,5,4,NA
2015,9,7,13,1,4,9,NA
2015,9,8,18,1,4,1,NA
2015,9,9,17,5,3,7,NA
2015,9,10,21,0,6,6,NA
2015,9,11,25,8,9,8,NA
2015,9,12,28,5,10,4,NA
2015,9,13,16,4,9,9,NA
2015,9,14,10,6,6,4,NA
2015,9,15,11,9,5,7,NA
2015,9,16,10,1,0,2,NA
2015,9,17,16,9,-1,9,NA
2015,9,18,19,5,2,2,NA
2015,9,19,21,5,4,9,NA
2015,9,20,16,5,4,4,NA
2015,9,21,12,6,0,7,NA
2015,9,22,14,7,0,6,NA
2015,9,23,20,3,0,8,NA
2015,9,24,20,7,2,4,NA
2015,9,25,18,1,4,2,NA
2015,9,26,13,8,1,4,NA
2015,9,27,13,0,0,3,NA
2015,9,28,15,2,-1,7,NA
2015,9,29,19,5,0,7,NA
2015,9,30,23,2,5,3,NA
2015,10,1,23,3,3,6,NA
2015,10,2,18,7,5,2,NA
2015,10,3,7,6,1,5,NA
2015,10,4,1,5,-6,3,NA
2015,10,5,10,8,-6,3,NA
2015,10,6,14,7,-3,6,NA
2015,10,7,18,0,0,2,NA
2015,10,8,20,3,0,5,NA
2015,10,9,21,3,8,8,NA
2015,10,10,25,8,11,4,NA
2015,10,11,13,3,1,6,NA
2015,10,12,17,4,0,5,NA
2015,10,13,16,7,0,8,NA
2015,10,14,13,3,-1,1,NA
2015,10,15,12,9,-2,1,NA
2015,10,16,15,2,0,3,NA
2015,10,17,18,6,0,1,NA
2015,10,18,16,6,1,2,NA
2015,10,19,14,9,1,0,NA
2015,10,20,11,7,0,9,NA
2015,10,21,17,4,0,7,NA
2015,10,22,12,9,3,0,NA
2015,10,23,12,8,-2,4,NA
2015,10,24,8,8,-2,2,NA
2015,10,25,9,6,-4,6,NA
2015,10,26,10,9,-2,0,NA
2015,10,27,3,0,-5,1,NA
2015,10,28,6,8,-7,6,NA
2015,10,29,8,6,-5,8,NA
2015,10,30,8,4,-2,1,NA
2015,10,31,9,3,-1,8,NA
2015,11,1,3,7,-5,7,NA
2015,11,2,5,8,-3,4,NA
2015,11,3,3,7,-1,1,NA
2015,11,4,4,1,-6,1,NA
2015,11,5,3,0,-4,9,NA
2015,11,6,7,1,-4,4,NA
2015,11,7,12,3,-3,4,NA
2015,11,8,6,2,-6,1,NA
2015,11,9,0,7,-2,9,NA
2015,11,10,4,4,-4,3,NA
2015,11,11,5,2,-4,2,NA
2015,11,12,NA,-8,0,NA,23
2015,11,13,10,9,0,4,NA
2015,11,14,5,8,0,8,NA
2015,11,15,5,1,-5,2,NA
2015,11,16,1,8,-8,3,NA
2015,11,17,6,1,-3,4,NA
2015,11,18,0,2,-13,7,NA
2015,11,19,NA,-13,6,NA,32
2015,11,20,-4,6,NA,NA,25
2015,11,21,NA,NA,NA,NA,44
2015,11,22,6,3,NA,NA,32
2015,11,23,NA,NA,NA,NA,48
2015,11,24,-5,0,NA,NA,33
2015,11,25,-10,2,-18,6,NA
2015,11,26,-4,1,-18,5,NA
2015,11,27,2,7,-8,0,NA
2015,11,28,0,8,-11,3,NA
2015,11,29,1,5,-11,2,NA
2015,11,30,4,8,-13,1,NA
2015,12,1,0,0,-15,7,NA
2015,12,2,3,8,-7,6,NA
2015,12,3,5,2,NA,NA,0
2015,12,4,8,1,-1,5,NA
2015,12,5,5,5,-2,4,NA
2015,12,6,5,2,-4,5,NA
2015,12,7,8,9,-2,3,NA
2015,12,8,7,1,-4,5,NA
2015,12,9,NA,-1,8,NA,0
2015,12,10,0,5,-6,4,NA
2015,12,11,-2,3,-6,6,NA
2015,12,12,-5,4,-10,1,NA
2015,12,13,-3,8,-6,3,NA
2015,12,14,-4,2,-13,7,NA
2015,12,15,-5,4,-14,8,NA
2015,12,16,-7,0,-14,7,NA
2015,12,17,-7,2,-14,9,NA
2015,12,18,-12,1,-16,1,NA
2015,12,19,-10,2,-15,1,NA
2015,12,20,-2,4,-18,3,NA
2015,12,21,-1,8,-18,3,NA
2015,12,22,-7,6,-21,4,NA
2015,12,23,-11,4,-20,2,NA
2015,12,24,-11,0,-22,7,NA
2015,12,25,-14,7,-26,4,NA
2015,12,26,-14,5,-23,9,NA
2015,12,27,-14,3,-22,3,NA
2015,12,28,-12,4,-22,4,NA
2015,12,29,-11,6,-22,0,NA
2015,12,30,-7,7,-18,0,NA
2015,12,31,-1,1,-13,2,NA
2016,1,1,0,8,-8,7,NA
2016,1,2,-1,6,-15,4,NA
2016,1,3,-4,8,-16,8,NA
2016,1,4,-6,6,-13,1,NA
2016,1,5,-7,7,-17,5,NA
2016,1,6,-8,9,-17,3,NA
2016,1,7,-8,8,-13,4,NA
2016,1,8,-12,9,-17,4,NA
2016,1,9,-16,9,-23,0,NA
2016,1,10,-1,0,-21,4,NA
2016,1,11,-2,3,-12,2,NA
2016,1,12,NA,-12,1,NA,21
2016,1,13,-4,0,NA,NA,13
2016,1,14,NA,NA,NA,NA,48
2016,1,15,-15,0,NA,NA,0
2016,1,16,-19,8,-27,7,NA
2016,1,17,-18,5,-28,7,NA
2016,1,18,-6,2,-18,4,NA
2016,1,19,-8,6,-20,6,NA
2016,1,20,-8,5,-17,8,NA
2016,1,21,-4,6,-19,9,NA
2016,1,22,-2,8,-11,1,NA
2016,1,23,-1,7,-10,2,NA
2016,1,24,0,6,-10,7,NA
2016,1,25,-2,7,-12,5,NA
2016,1,26,3,8,-10,3,NA
2016,1,27,4,8,-1,5,NA
2016,1,28,6,1,0,1,NA
2016,1,29,4,4,-5,5,NA
2016,1,30,2,2,-9,9,NA
2016,1,31,0,1,-9,9,NA
2016,2,1,-2,9,-7,4,NA
2016,2,2,0,3,-8,1,NA
2016,2,3,-1,5,-12,2,NA
2016,2,4,-4,1,-13,6,NA
2016,2,5,5,5,-8,4,NA
2016,2,6,7,4,-1,9,NA
2016,2,7,2,6,-6,9,NA
2016,2,8,7,8,-4,5,NA
2016,2,9,12,2,0,0,NA
2016,2,10,4,4,-3,7,NA
2016,2,11,0,5,-7,0,NA
2016,2,12,-7,4,-10,9,NA
2016,2,13,6,0,-7,0,NA
2016,2,14,5,5,-3,8,NA
2016,2,15,5,0,-2,3,NA
2016,2,16,6,0,-4,0,NA
2016,2,17,7,3,-5,9,NA
2016,2,18,4,7,-1,4,NA
2016,2,19,0,4,-13,6,NA
2016,2,20,-6,1,-14,2,NA
2016,2,21,3,7,-6,4,NA
2016,2,22,4,6,-7,5,NA
2016,2,23,3,2,-4,8,NA
2016,2,24,2,3,-9,7,NA
2016,2,25,NA,-8,2,NA,26
2016,2,26,12,0,-3,4,NA
2016,2,27,NA,NA,NA,NA,<31
2016,2,28,4,6,-13,2,NA
2016,2,29,-6,3,-16,2,NA
2016,3,1,5,0,-8,7,NA
2016,3,2,1,7,-2,3,NA
2016,3,3,3,9,-3,5,NA
2016,3,4,3,0,-4,6,NA
2016,3,5,12,8,-1,8,NA
2016,3,6,4,8,-3,6,NA
2016,3,7,1,1,-1,1,NA
2016,3,8,1,5,-1,1,NA
2016,3,9,2,9,-3,2,NA
2016,3,10,15,7,-3,2,NA
2016,3,11,12,8,0,3,NA
2016,3,12,14,0,1,6,NA
2016,3,13,10,1,-2,9,NA
2016,3,14,1,1,-3,0,NA
2016,3,15,2,3,-5,7,NA
2016,3,16,2,4,-4,1,NA
2016,3,17,-2,9,-6,7,NA
2016,3,18,2,4,-6,1,NA
2016,3,19,8,9,-6,0,NA
2016,3,20,10,0,-6,7,NA
2016,3,21,0,0,-4,5,NA
2016,3,22,-2,3,-7,7,NA
2016,3,23,6,7,-7,5,NA
2016,3,24,0,6,-5,5,NA
2016,3,25,6,3,-3,4,NA
2016,3,26,8,6,-1,7,NA
2016,3,27,11,9,NA,NA,14
2016,3,28,11,7,-1,2,NA
2016,3,29,12,6,-2,2,NA
2016,3,30,11,8,3,6,NA
2016,3,31,7,1,0,5,NA
2016,4,1,16,0,0,8,NA
2016,4,2,22,2,3,0,NA
2016,4,3,14,1,0,7,NA
2016,4,4,13,4,-2,6,NA
2016,4,5,13,1,-1,0,NA
2016,4,6,13,5,-1,1,NA
2016,4,7,13,6,-2,6,NA
2016,4,8,20,1,-1,2,NA
2016,4,9,15,0,-3,6,NA
2016,4,10,5,2,-9,9,NA
2016,4,11,15,9,-6,9,NA
2016,4,12,20,1,1,7,NA
2016,4,13,17,3,-1,1,NA
2016,4,14,12,5,-3,7,NA
2016,4,15,13,2,-4,2,NA
2016,4,16,18,7,1,0,NA
2016,4,17,22,3,0,0,NA
2016,4,18,22,5,6,5,NA
2016,4,19,27,4,7,3,NA
2016,4,20,17,4,2,0,NA
2016,4,21,17,4,-1,0,NA
2016,4,22,15,6,3,6,NA
2016,4,23,6,1,0,3,NA
2016,4,24,2,0,0,8,NA
2016,4,25,1,0,0,3,NA
2016,4,26,7,4,-1,9,NA
2016,4,27,12,7,-2,1,NA
2016,4,28,14,1,1,0,NA
2016,4,29,15,7,0,2,NA
2016,4,30,15,8,5,4,NA
2016,5,1,22,2,3,7,NA
2016,5,2,27,3,7,3,NA
2016,5,3,NA,NA,NA,NA,33
2016,5,4,29,1,NA,NA,28
2016,5,5,NA,NA,NA,NA,63
2016,5,6,20,9,NA,NA,29
2016,5,7,26,7,8,6,NA
2016,5,8,17,2,6,6,NA
2016,5,9,10,4,4,3,NA
2016,5,10,14,2,0,3,NA
2016,5,11,NA,-3,2,NA,36
2016,5,12,11,3,-2,7,NA
2016,5,13,14,1,-5,5,NA
