Neige tot
9
7
6
11
7
8
3
4
7
10
5
4
9
7
7
3
2
10
12
7
9
7
10
10
10
4
3
4
0
7
3
0
0
0
0
0
0
7
3
4
1
6
7
3
5
4
4
7
3
2
3
0
0
3
3
6
3
4
2
0
1
2
0
0
0
0
0
1
2
5
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
3
1
0
0
1
0
0
0
2
4
10
6
0
6
4
4
2
1
4
0
2
6
5
6
0
5
6
9
0
0
0
0
4
0
0
0
2
7
8
9
8
2
0
10
12
5
3
3
9
10
15
9
7
9
16
12
8
8
8
9
13
10
8
8
12
16
15
14
8
13
13
9
9
12
12
8
6
7
12
11
13
14
14
7
11
4
15
21
16
11
12
16
15
14
16
15
18
22
16
13
20
19
17
15
13
15
18
17
21
21
18
21
26
26
22
22
17
22
32
34
36
36
33
37
41
35
34
37
34
35
34
27
26
28
24
23
24
28
22
24
26
28
30
35
36
23
18
22
29
29
31
37
36
31
32
21
23
18
17
21
29
34
37
34
27
22
22
18
24
28
25
37
32
35
31
27
29
NA
31
28
35
50
NA
NA
45
43
38
37
38
29
26
35
37
47
39
26
22
30
26
16
18
NA
22
27
24
NA
22
22
23
24
20
18
18
19
18
29
23
NA
23
22
16
17
15
12
10
16
19
19
18
28
18
15
16
20
18
16
16
19
18
20
21
22
24
24
25
20
17
14
17
20
16
14
16
15
16
14
9
4
16
15
14
8
20
25
27
27
26
24
21
NA
17
12
7
5
12
13
10
10
7
8
8
9
10
13
11
11
11
7
6
NA
0
NA
0
NA
0
7
5
5
2
7
8
NA
6
NA
4
3
4
6
4
4
3
3
3
4
8
8
5
5
4
6
7
3
0
3
4
2
0
1
1
4
3
2
4
0
NA
NA
0
1
NA
NA
0
2
2
3
4
5
4
2
0
NA
NA
4
NA
1
2
NA
NA
0
1
0
NA
NA
0
1
NA
4
3
NA
4
3
0
0
NA
NA
NA
NA
0
2
4
1
NA
NA
NA
NA
NA
NA
0
7
5
2
0
0
5
5
5
2
5
10
7
5
7
NA
8
10
9
6
7
5
NA
6
8
6
NA
NA
3
NA
6
6
8
9
9
10
10
10
6
8
3
NA
2
NA
NA
2
4
11
9
11
16
20
18
15
10
15
15
16
9
13
15
12
14
13
11
11
15
21
13
9
7
15
14
11
8
13
17
17
15
17
16
19
21
18
13
14
20
16
19
19
18
28
27
19
15
20
17
18
17
22
22
15
17
12
23
30
NA
18
21
NA
29
27
19
NA
25
42
48
41
0
NA
43
42
45
NA
43
40
37
38
38
29
30
33
40
38
41
46
NA
39
30
28
35
35
33
20
25
32
25
35
24
16
16
14
16
17
20
33
43
42
38
36
24
22
20
14
19
24
25
19
13
16
22
19
16
21
24
28
31
33
33
33
31
29
24
24
27
24
24
27
32
38
NA
35
36
34
27
23
21
30
38
26
33
44
NA
38
27
17
22
25
27
30
26
16
21
19
NA
NA
28
NA
NA
NA
18
20
17
15
17
18
19
17
16
10
13
11
9
9
9
9
11
18
16
15
12
11
11
8
6
12
21
21
16
16
17
19
20
16
10
10
6
7
9
7
12
9
9
8
6
11
14
13
13
5
4
16
12
14
12
12
5
2
6
2
5
6
NA
2
6
7
8
NA
6
10
11
12
13
12
7
1
0
NA
NA
NA
NA
NA
1
1
NA
4
2
1
NA
NA
2
4
2
2
3
5
3
3
4
2
0
1
5
7
6
6
2
1
6
NA
NA
NA
NA
0
1
NA
NA
NA
NA
NA
NA
NA
1
3
1
2
NA
0
4
5
6
6
3
2
NA
NA
1
2
5
7
7
3
1
0
2
2
0
0
2
5
2
2
2
0
0
1
0
0
0
0
2
2
0
6
5
5
5
4
1
2
6
0
0
2
3
0
7
6
0
0
0
5
6
11
12
3
12
15
14
18
14
14
8
19
23
24
22
23
22
21
19
18
15
8
12
15
16
15
11
14
13
14
11
15
17
17
16
12
17
16
15
19
9
12
14
17
16
17
18
19
19
22
18
9
9
17
18
14
17
24
20
19
20
17
20
21
16
18
23
30
31
26
27
39
NA
NA
NA
NA
NA
NA
NA
NA
NA
29
22
24
24
28
30
32
NA
NA
34
31
30
NA
NA
NA
NA
NA
NA
33
34
NA
44
40
NA
20
18
16
15
18
19
15
19
21
19
NA
26
25
22
23
27
31
38
NA
35
31
NA
30
27
29
25
28
31
28
27
35
34
26
29
33
NA
31
22
26
22
23
27
27
26
27
27
26
24
24
22
23
22
22
21
14
17
17
15
17
NA
21
21
15
18
17
13
12
12
17
21
12
14
20
17
23
19
19
12
9
9
13
13
14
14
13
14
15
12
11
10
17
20
22
NA
17
14
14
16
11
6
5
4
4
4
12
15
16
14
11
11
NA
12
12
11
10
16
17
16
13
13
13
11
9
6
5
5
2
3
0
0
2
5
11
14
13
9
9
8
10
13
16
14
12
9
5
7
6
4
3
6
8
9
10
6
4
0
3
5
5
4
3
1
1
0
1
1
0
0
2
0
0
0
2
