Neige tot
5
5
4
3
5
2
1
0
0
3
1
1
6
NA
0
3
3
2
4
2
1
0
0
0
0
1
2
0
0
0
0
0
1
3
2
0
0
0
1
NA
0
0
2
2
2
2
2
4
1
0
3
3
5
6
3
0
0
5
8
11
8
5
6
6
4
4
NA
9
9
8
8
7
8
8
9
10
10
13
16
13
15
14
14
11
9
7
4
4
3
4
6
9
NA
2
7
6
8
4
6
6
6
1
10
9
7
7
13
15
14
11
8
11
9
14
16
15
18
22
25
20
19
15
12
11
10
13
12
11
16
14
18
19
21
20
20
17
15
16
24
29
36
37
35
36
40
NA
NA
26
21
26
NA
31
32
33
32
26
29
33
35
34
31
31
34
34
31
28
25
25
33
30
32
32
36
34
31
34
29
20
20
25
26
NA
39
38
30
23
25
22
22
21
28
27
32
38
43
45
42
42
40
39
NA
33
29
26
21
21
16
21
NA
17
16
22
35
NA
45
39
23
17
14
20
32
39
37
31
18
18
17
17
19
24
37
40
43
42
39
29
30
38
44
41
29
30
40
43
43
40
38
34
39
38
35
30
25
37
32
20
16
19
23
20
18
21
22
21
22
23
26
27
24
23
21
19
19
14
17
18
20
17
NA
14
20
19
15
13
9
18
17
18
18
19
20
20
17
15
15
15
13
11
10
8
11
13
12
13
11
8
9
9
9
9
10
10
9
8
5
4
5
7
6
3
6
6
5
4
1
0
9
10
7
4
5
6
10
9
6
7
6
8
12
4
4
5
5
3
3
2
4
4
4
6
4
4
4
3
3
NA
0
0
2
6
4
2
1
0
1
4
2
0
4
0
0
0
1
3
1
2
3
0
0
1
1
0
0
0
2
2
4
3
1
0
2
2
2
3
1
0
1
1
1
1
0
2
5
1
0
0
3
2
0
0
5
4
2
6
5
1
0
0
2
0
2
3
NA
NA
0
6
6
6
8
6
3
2
1
0
NA
NA
NA
2
8
12
11
4
6
9
7
8
8
4
0
0
NA
NA
1
1
8
10
1
11
9
7
3
9
8
7
NA
9
NA
11
NA
13
NA
15
NA
12
NA
10
11
13
13
13
16
15
18
16
18
15
12
13
17
15
13
NA
25
25
22
19
21
13
16
18
18
22
NA
25
NA
35
42
40
30
18
16
20
20
21
12
19
17
NA
20
20
23
27
22
16
26
31
23
18
22
24
25
26
27
21
17
22
22
15
22
20
19
15
15
19
19
24
NA
20
25
26
18
NA
13
15
21
20
15
13
23
29
21
21
26
32
45
NA
NA
40
40
33
25
21
21
18
26
24
23
20
19
20
20
21
17
19
20
28
28
26
32
37
32
23
17
23
22
23
21
20
20
24
21
18
21
23
27
34
33
NA
33
31
29
19
18
20
28
25
20
14
16
19
16
13
19
15
11
17
17
20
21
17
20
24
23
17
17
16
15
11
10
13
17
14
10
10
17
17
17
19
19
16
9
11
14
18
21
14
15
14
13
10
11
NA
NA
7
11
13
16
13
11
9
9
NA
9
6
11
10
8
3
7
12
9
6
NA
6
3
NA
9
11
11
8
5
6
12
10
9
8
9
6
7
6
NA
3
3
4
1
0
2
4
5
7
6
NA
NA
NA
2
5
4
2
4
5
3
NA
NA
0
0
NA
4
1
3
1
0
0
0
2
4
1
NA
NA
NA
NA
NA
NA
NA
NA
0
0
0
1
NA
0
0
0
NA
0
6
0
0
NA
0
NA
NA
0
0
3
3
NA
NA
NA
NA
NA
NA
0
2
2
0
2
5
2
NA
NA
NA
NA
NA
0
NA
6
NA
NA
NA
NA
NA
3
NA
4
NA
5
NA
5
NA
1
NA
NA
NA
8
8
1
NA
6
10
5
4
6
4
NA
NA
NA
NA
NA
7
5
1
4
6
NA
11
17
17
15
11
9
16
17
17
21
14
10
11
6
7
16
15
7
17
24
24
23
21
22
23
26
22
21
23
27
23
22
21
16
14
17
19
25
29
37
36
24
23
20
19
27
25
19
NA
22
31
34
29
26
NA
24
NA
30
31
30
31
30
35
30
22
30
36
39
35
25
22
30
32
26
28
26
32
34
35
30
37
37
36
43
42
42
41
34
23
26
25
20
24
22
27
26
23
25
22
24
28
40
34
33
28
14
17
18
19
30
NA
0
0
0
NA
24
29
29
30
40
42
32
21
21
21
20
26
27
29
24
19
27
23
20
21
26
21
19
20
28
32
30
27
29
23
22
22
25
26
25
16
19
20
22
26
30
31
31
24
19
23
25
25
29
33
35
36
35
28
24
26
30
31
NA
30
27
21
19
17
16
16
20
16
18
20
19
21
26
28
28
19
16
16
19
21
20
19
19
16
18
16
21
17
16
14
8
5
6
12
15
21
17
7
7
8
1
0
8
9
3
10
5
0
2
5
5
6
5
6
5
2
3
4
3
7
7
7
6
5
3
1
5
3
5
4
5
2
4
2
3
6
8
8
2
6
4
3
4
0
NA
1
3
5
5
3
2
0
0
1
0
0
0
0
0
NA
1
1
3
3
4
0
0
1
4
3
2
NA
2
1
0
0
0
1
3
0
0
4
0
4
4
5
6
2
1
1
2
2
0
1
2
2
3
1
0
2
0
0
0
0
0
0
1
3
3
NA
NA
0
0
0
0
0
0
0
1
0
0
0
0
0
0
3
1
1
2
2
0
0
4
0
0
3
10
9
5
2
4
6
8
11
12
11
9
10
NA
11
14
16
13
7
8
7
10
14
12
14
15
13
15
9
14
13
10
9
11
7
7
15
12
14
10
19
29
22
16
NA
14
19
22
30
31
23
23
20
25
32
26
20
16
17
17
23
36
36
36
39
31
31
25
19
24
23
25
27
22
22
24
26
32
40
43
NA
NA
39
29
34
30
34
36
31
21
21
19
28
39
36
40
43
27
19
20
18
25
37
34
37
39
36
26
28
41
47
30
31
31
27
24
20
25
20
19
13
20
17
17
19
27
24
32
22
15
14
26
37
27
27
36
32
30
30
36
39
42
38
38
42
46
42
38
37
33
29
30
23
20
22
24
31
32
39
45
41
40
31
34
44
47
49
39
36
35
34
32
21
15
17
18
14
17
20
17
14
17
17
17
22
31
31
29
28
26
25
27
29
23
29
30
23
25
26
16
16
14
12
7
13
13
12
20
20
15
15
20
18
15
11
11
9
5
9
13
15
18
15
14
10
8
4
12
17
16
13
18
17
11
11
14
13
9
9
5
6
10
9
9
8
5
1
0
0
1
2
4
6
10
7
4
3
4
3
2
2
9
9
6
5
6
7
5
4
3
4
7
7
7
4
2
2
3
3
2
0
2
2
1
2
4
0
0
0
0
0
0
0
0
0
0
2
2
0
0
1
0
0
0
1
0
3
3
1
0
0
NA
NA
2
0
0
0
0
0
0
0
0
0
0
0
1
3
0
0
0
0
0
0
0
0
0
0
3
7
5
8
6
6
0
0
5
5
4
6
5
7
6
7
4
1
2
12
15
16
13
11
9
7
3
3
2
4
3
5
0
0
3
1
1
9
14
11
6
8
9
18
17
6
6
7
10
8
10
6
7
9
9
6
14
12
10
5
6
2
9
10
8
13
16
15
18
18
20
17
11
14
16
16
18
15
14
16
21
28
31
31
33
34
36
26
28
29
20
24
20
16
21
25
21
24
25
27
36
44
41
33
30
26
26
31
27
24
26
15
12
12
14
20
24
27
26
25
28
28
22
24
20
21
21
28
27
25
31
39
32
20
20
31
43
46
41
40
35
36
39
35
37
31
24
16
21
21
19
22
18
21
21
13
15
15
12
16
17
20
23
24
34
34
34
37
33
30
34
34
35
35
32
32
22
20
27
20
27
34
20
15
22
34
31
18
19
33
35
32
29
27
27
34
34
20
15
16
14
13
15
16
13
10
9
14
18
17
15
14
19
22
26
27
23
19
15
8
14
9
10
7
16
17
16
18
19
19
15
14
9
9
10
15
13
12
11
9
10
13
13
9
9
6
11
14
17
14
9
2
8
9
8
12
13
8
5
14
12
14
8
12
13
11
11
10
6
10
14
11
8
6
4
3
3
1
1
2
1
9
10
5
1
4
4
2
4
1
0
0
0
NA
4
0
5
9
9
6
1
6
7
3
4
6
2
2
0
0
0
0
0
1
0
0
0
0
2
7
3
3
0
0
0
0
0
0
0
0
4
4
0
0
0
0
3
2
1
0
2
3
2
1
1
0
1
0
0
0
1
5
1
0
0
0
0
0
0
0
6
5
4
3
0
2
7
7
5
1
2
2
2
0
0
0
2
1
3
7
9
11
11
9
6
7
4
0
0
5
9
9
12
10
6
5
7
11
10
8
6
6
10
11
11
8
3
4
5
13
20
15
12
8
7
3
0
10
9
9
11
12
10
8
8
10
12
9
10
12
14
15
14
19
18
16
14
14
18
16
16
19
18
16
13
18
18
18
17
NA
12
15
18
21
16
24
NA
NA
NA
NA
NA
NA
32
29
21
23
23
22
25
19
NA
14
16
17
14
16
NA
21
22
26
23
26
27
28
28
32
31
28
28
32
34
34
38
36
36
35
35
31
25
21
26
28
28
30
31
29
33
38
29
25
NA
NA
NA
NA
41
41
30
32
30
29
25
24
23
25
21
16
14
18
21
22
23
22
25
26
19
15
19
16
12
17
22
26
19
17
16
17
17
16
24
28
19
19
18
21
NA
13
NA
22
29
19
18
17
18
12
17
18
17
18
11
11
10
14
19
19
19
22
20
17
16
20
22
18
20
16
14
NA
12
12
10
14
10
5
11
12
12
11
12
8
12
19
13
7
9
13
13
8
7
3
0
8
10
8
14
17
17
15
12
10
9
7
5
0
NA
NA
NA
NA
0
6
10
10
NA
13
13
